id,vendor_part_number,style_code,product_size_description,qty,override_qty,reset_qty,cost,meg_cost,mes_cost,2ht_cost,turbine_sku
,WMQNVR00,1540-FTG,XL,31,0,0,8.85,10.09,10.09,0,1540-FTG_Red_XL
,WMQNVR00,1540-FTG,XS,11,0,0,8.85,10.09,10.09,0,1540-FTG_Red_XS
,WMQNVA00,1540-FTG,XXL,20,6,0,11.2,11.64,11.64,0,1540-FTG_Royal_2XL
,WMQNVA00,1540-FTG,L,20,6,0,8.85,10.09,10.09,0,1540-FTG_Royal_L
,WMQNVA00,1540-FTG,M,24,6,0,8.85,10.09,10.09,0,1540-FTG_Royal_M
,WMQNVA00,1540-FTG,S,13,6,0,8.85,10.09,10.09,0,1540-FTG_Royal_S
,WMQNVA00,1540-FTG,XL,14,6,0,8.85,10.09,10.09,0,1540-FTG_Royal_XL
,WMQNVA00,1540-FTG,XS,20,6,0,8.85,10.09,10.09,0,1540-FTG_Royal_XS
,WMQNVW00,1540-FTG,XXL,65,10,0,11.2,11.64,11.64,0,1540-FTG_White_2XL
,WMQNVW00,1540-FTG,L,151,10,0,8.85,10.09,10.09,0,1540-FTG_White_L
,WMQNVW00,1540-FTG,M,162,10,0,8.85,10.09,10.09,0,1540-FTG_White_M
,WMQNVW00,1540-FTG,S,19,10,0,8.85,10.09,10.09,0,1540-FTG_White_S
,WMQNVW00,1540-FTG,XL,12,10,0,8.85,10.09,10.09,0,1540-FTG_White_XL
,WMQNVW00,1540-FTG,XS,10,10,0,8.85,10.09,10.09,0,1540-FTG_White_XS
,MSQBAB00,MSQBABG3-FTG,XXL,888,5,0,10.94,0,0,0,MSQBABG3-FTG_BLACK_2XL
,MSQBAB00,MSQBABG3-FTG,L,1640,5,0,10.94,0,0,0,MSQBABG3-FTG_BLACK_L
,MSQBAB00,MSQBABG3-FTG,M,701,5,0,10.94,0,0,0,MSQBABG3-FTG_BLACK_M
,MSQBAB00,MSQBABG3-FTG,S,212,5,0,10.94,0,0,0,MSQBABG3-FTG_BLACK_S
,MSQBAB00,MSQBABG3-FTG,XL,1310,5,0,10.94,0,0,0,MSQBABG3-FTG_BLACK_XL
,MSQBAF00,3501-FTG,XXL,45,0,0,13.7,0,0,0,3501-FTG_Green_2XL
,MSQBAF00,3501-FTG,L,71,0,0,11.9,0,0,0,3501-FTG_Green_L
,MSQBAF00,3501-FTG,M,91,0,0,11.9,0,0,0,3501-FTG_Green_M
,MSQBAF00,3501-FTG,S,73,0,0,11.9,0,0,0,3501-FTG_Green_S
,MSQBAF00,3501-FTG,XL,5,0,0,11.9,0,0,0,3501-FTG_Green_XL
,MSQBAC00,3501-FTG,XXL,351,0,0,13.7,0,0,0,3501-FTG_Heather_Grey_2XL
,MSQBHC00,MSQBHCG3-FTG,XXL,1007,0,0,10.94,0,0,0,MSQBHCG3-FTG_HEATHER_GREY_2XL
,MSQBAC00,3501-FTG,L,508,0,0,11.9,0,0,0,3501-FTG_Heather_Grey_L
,MSQBHC00,MSQBHCG3-FTG,L,774,0,0,10.94,0,0,0,MSQBHCG3-FTG_HEATHER_GREY_L
,MSQBAC00,3501-FTG,M,250,0,0,11.9,0,0,0,3501-FTG_Heather_Grey_M
,MSQBHC00,MSQBHCG3-FTG,M,587,0,0,10.94,0,0,0,MSQBHCG3-FTG_HEATHER_GREY_M
,MSQBAC00,3501-FTG,S,147,0,0,11.9,0,0,0,3501-FTG_Heather_Grey_S
,MSQBAC00,3501-FTG,XL,353,0,0,11.9,0,0,0,3501-FTG_Heather_Grey_XL
,MSQBHC00,MSQBHCG3-FTG,XL,678,0,0,10.94,0,0,0,MSQBHCG3-FTG_HEATHER_GREY_XL
,MSQBAZ00,3501-FTG,XXL,0,0,0,13.7,0,0,0,3501-FTG_Mint_2XL
,MSQBAZ00,3501-FTG,L,0,0,0,11.9,0,0,0,3501-FTG_Mint_L
,MSQBAZ00,3501-FTG,M,0,0,0,11.9,0,0,0,3501-FTG_Mint_M
,MSQBAZ00,3501-FTG,S,0,0,0,11.9,0,0,0,3501-FTG_Mint_S
,MSQBAZ00,3501-FTG,XL,0,0,0,11.9,0,0,0,3501-FTG_Mint_XL
,MSQBAN00,MSQBANG3-FTG,XXL,95,5,0,10.94,0,0,0,MSQBANG3-FTG_NAVY_2XL
,MSQBAN00,MSQBANG3-FTG,L,203,5,0,10.94,0,0,0,MSQBANG3-FTG_NAVY_L
,MSQBAN00,MSQBANG3-FTG,M,64,5,0,10.94,0,0,0,MSQBANG3-FTG_NAVY_M
,MSQBAN00,MSQBANG3-FTG,XL,123,5,0,10.94,0,0,0,MSQBANG3-FTG_NAVY_XL
,MSQBAP00,3501-FTG,XXL,38,0,0,13.7,0,0,0,3501-FTG_Purple_2XL
,MSQBAP00,3501-FTG,L,11,0,0,11.9,0,0,0,3501-FTG_Purple_L
,MSQBAP00,3501-FTG,M,63,0,0,11.9,0,0,0,3501-FTG_Purple_M
,MSQBAP00,3501-FTG,S,89,0,0,11.9,0,0,0,3501-FTG_Purple_S
,MSQBAP00,3501-FTG,XL,32,0,0,11.9,0,0,0,3501-FTG_Purple_XL
,MSQBAN00,MSQBANG3-FTG,S,27,5,0,10.94,0,0,0,MSQBANG3-FTG_NAVY_S
,MSQBAR00,3501-FTG,XXL,143,5,0,13.7,0,0,0,3501-FTG_RED_2XL
,MSQBAR00,3501-FTG,L,71,5,0,11.9,0,0,0,3501-FTG_RED_L
,MSQBAR00,3501-FTG,M,240,5,0,11.9,0,0,0,3501-FTG_RED_M
,MSQBAR00,3501-FTG,S,105,5,0,11.9,0,0,0,3501-FTG_RED_S
,MSQBAA00,3501-FTG,XXL,176,0,0,13.7,0,0,0,3501-FTG_Royal_2XL
,MSQBAA00,3501-FTG,L,79,0,0,11.9,0,0,0,3501-FTG_Royal_L
,MSQBAA00,3501-FTG,M,45,0,0,11.9,0,0,0,3501-FTG_Royal_M
,MSQBAA00,3501-FTG,S,75,0,0,11.9,0,0,0,3501-FTG_Royal_S
,MSQBAA00,3501-FTG,XL,150,0,0,11.9,0,0,0,3501-FTG_Royal_XL
,MSQBAR00,3501-FTG,XL,154,5,0,11.9,0,0,0,3501-FTG_RED_XL
,MSQBAW00,MSQBAWG3-FTG,L,618,5,0,10.94,0,0,0,MSQBAWG3-FTG_WHITE_L
,MSQBAW00,MSQBAWG3-FTG,M,282,5,0,10.94,0,0,0,MSQBAWG3-FTG_WHITE_M
,MSQBAW00,MSQBAWG3-FTG,S,64,5,0,10.94,0,0,0,MSQBAWG3-FTG_WHITE_S
,BSQVJB00,BSQVJBG3-FTG,L,16,0,2,33,0,0,36,BSQVJBG3-FTG_BLACK_L
,BSQVJB00,BSQVJBG3-FTG,M,5,0,2,33,0,0,36,BSQVJBG3-FTG_BLACK_M
,BSQVJB00,BSQVJBG3-FTG,S,9,0,2,33,0,0,36,BSQVJBG3-FTG_BLACK_S
,BSQVJB00,BSQVJBG3-FTG,XL,22,0,2,33,0,0,36,BSQVJBG3-FTG_BLACK_XL
,BSQVJC00,BSQVJCG3-FTG,L,12,0,2,33,0,0,36,BSQVJCG3-FTG_GREY_L
,BSQVJC00,BSQVJCG3-FTG,M,12,0,2,33,0,0,36,BSQVJCG3-FTG_GREY_M
,BSQVJC00,BSQVJCG3-FTG,S,11,0,2,33,0,0,36,BSQVJCG3-FTG_GREY_S
,BSQVJC00,BSQVJCG3-FTG,XL,14,0,2,33,0,0,36,BSQVJCG3-FTG_GREY_XL
,BSQVJH00,BSQVJHG3-FTG,L,17,0,2,33,0,0,36,BSQVJHG3-FTG_PINK_L
,BSQVJH00,BSQVJHG3-FTG,M,8,0,2,33,0,0,36,BSQVJHG3-FTG_PINK_M
,BSQVJH00,BSQVJHG3-FTG,S,4,0,2,33,0,0,36,BSQVJHG3-FTG_PINK_S
,BSQVJH00,BSQVJHG3-FTG,XL,3,0,2,33,0,0,36,BSQVJHG3-FTG_PINK_XL
,BSQVJN00,BSQVJNG3-FTG,L,20,0,2,33,0,0,36,BSQVJNG3-FTG_NAVY_L
,BSQVJN00,BSQVJNG3-FTG,M,11,0,2,33,0,0,36,BSQVJNG3-FTG_NAVY_M
,BSQVJN00,BSQVJNG3-FTG,S,12,0,2,33,0,0,36,BSQVJNG3-FTG_NAVY_S
,BSQVJN00,BSQVJNG3-FTG,XL,9,0,2,33,0,0,36,BSQVJNG3-FTG_NAVY_XL
,WMQLAB00,LS14001-FTG,XXL,48,6,0,20.65,20.65,20.65,0,LS14001-FTG_Black_2XL
,MSQLAB00,LS14001-FTG,XXL,1523,10,0,16.5,20.65,20.65,0,MSQLABG3-FTG_Black_2XL
,MSQLAB00,LS14001-FTG,L,3729,10,0,16.5,19.35,19.35,0,MSQLABG3-FTG_Black_L
,WMQLAB00,LS14001-FTG,L,30,6,0,19.35,19.35,19.35,0,LS14001-FTG_Black_L
,MSQLAB00,LS14001-FTG,M,3114,10,0,16.5,19.35,19.35,0,MSQLABG3-FTG_Black_M
,WMQLAB00,LS14001-FTG,M,6,6,0,19.35,19.35,19.35,0,LS14001-FTG_Black_M
,MSQLAB00,MSQLABG3-FTG,S,907,10,0,16.5,19.35,19.35,0,MSQLABG3-FTG_Black_S
,WMQLAB00,LS14001-FTG,S,210,6,0,19.35,19.35,19.35,0,LS14001-FTG_Black_S
,MSQLAB00,LS14001-FTG,XL,2722,10,0,16.5,19.35,19.35,0,MSQLABG3-FTG_Black_XL
,WMQLAB00,LS14001-FTG,XL,26,6,0,19.35,19.35,19.35,0,LS14001-FTG_Black_XL
,MSQLAB00,MSQLABG3-FTG,XS,250,10,0,16.5,19.35,19.35,0,MSQLABG3-FTG_Black_XS
,WMQLAB00,LS14001-FTG,XS,471,6,0,19.35,19.35,19.35,0,LS14001-FTG_Black_XS
,WMQLAF00,LS14001-FTG,XXL,7,0,0,20.65,20.65,20.65,0,LS14001-FTG_Green_2XL
,WMQLAG00,LS14001-FTG,XXL,7,0,0,20.65,20.65,20.65,0,LS14001-FTG_Green_2XL
,MSQLAF00,LS14001-FTG,XXL,7,0,0,20.65,20.65,20.65,0,LS14001-FTG_Green_2XL
,MSQLAG00,LS14001-FTG,XXL,7,0,0,20.65,20.65,20.65,0,LS14001-FTG_Green_2XL
,MSQLAF00,LS14001-FTG,L,2,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_L
,WMQLAF00,LS14001-FTG,L,2,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_L
,WMQLAG00,LS14001-FTG,L,2,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_L
,MSQLAG00,LS14001-FTG,L,2,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_L
,MSQLAF00,LS14001-FTG,M,73,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_M
,WMQLAF00,LS14001-FTG,M,73,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_M
,WMQLAG00,LS14001-FTG,M,73,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_M
,MSQLAG00,LS14001-FTG,M,73,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_M
,MSQLAF00,LS14001-FTG,S,98,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_S
,WMQLAF00,LS14001-FTG,S,98,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_S
,WMQLAG00,LS14001-FTG,S,98,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_S
,MSQLAG00,LS14001-FTG,S,98,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_S
,MSQLAF00,LS14001-FTG,XL,26,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_XL
,WMQLAF00,LS14001-FTG,XL,26,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_XL
,WMQLAG00,LS14001-FTG,XL,26,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_XL
,MSQLAG00,LS14001-FTG,XL,26,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_XL
,MSQLAF00,LS14001-FTG,XS,35,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_XS
,WMQLAF00,LS14001-FTG,XS,35,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_XS
,WMQLAG00,LS14001-FTG,XS,35,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_XS
,MSQLAG00,LS14001-FTG,XS,35,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_XS
,WMQLAC00,LS14001-FTG,XXL,6,6,0,20.65,20.65,20.65,0,LS14001-FTG_Heather_Grey_2XL
,MSQLAC00,MSQLACG3-FTG,XXL,1120,10,0,16.5,20.65,20.65,0,MSQLACG3-FTG_Heather_Grey_2XL
,MSQLAC00,MSQLACG3-FTG,L,2245,10,0,16.5,19.35,19.35,0,MSQLACG3-FTG_Heather_Grey_L
,WMQLAC00,LS14001-FTG,L,8,6,0,19.35,19.35,19.35,0,LS14001-FTG_Heather_Grey_L
,MSQLAC00,MSQLACG3-FTG,M,1942,10,0,16.5,19.35,19.35,0,MSQLACG3-FTG_Heather_Grey_M
,WMQLAC00,LS14001-FTG,M,59,6,0,19.35,19.35,19.35,0,LS14001-FTG_Heather_Grey_M
,MSQLAC00,MSQLACG3-FTG,S,485,10,0,16.5,19.35,19.35,0,MSQLACG3-FTG_Heather_Grey_S
,WMQLAC00,LS14001-FTG,S,193,6,0,19.35,19.35,19.35,0,LS14001-FTG_Heather_Grey_S
,MSQLAC00,LS14001-FTG,XL,1740,10,0,16.5,19.35,19.35,0,MSQLACG3-FTG_Heather_Grey_XL
,WMQLAC00,LS14001-FTG,XL,105,6,0,19.35,19.35,19.35,0,LS14001-FTG_Heather_Grey_XL
,MSQLAC00,MSQLACG3-FTG,XS,150,10,0,16.5,19.35,19.35,0,MSQLACG3-FTG_Heather_Grey_XS
,WMQLAC00,LS14001-FTG,XS,226,6,0,19.35,19.35,19.35,0,LS14001-FTG_Heather_Grey_XS
,WMQLAN00,LS14001-FTG,XXL,60,6,0,20.65,20.65,20.65,0,LS14001-FTG_Navy_2XL
,MSQLAN00,MSQLANG3-FTG,XXL,24,10,0,16.5,20.65,20.65,0,MSQLANG3-FTG_Navy_2XL
,MSQLAN00,MSQLANG3-FTG,L,101,10,0,16.5,19.35,19.35,0,MSQLANG3-FTG_Navy_L
,WMQLAN00,LS14001-FTG,L,6,6,0,19.35,19.35,19.35,0,LS14001-FTG_Navy_L
,MSQLAN00,MSQLANG3-FTG,M,154,10,0,16.5,19.35,19.35,0,MSQLANG3-FTG_Navy_M
,WMQLAN00,LS14001-FTG,M,21,6,0,19.35,19.35,19.35,0,LS14001-FTG_Navy_M
,MSQLAN00,MSQLANG3-FTG,S,40,10,0,16.5,19.35,19.35,0,MSQLANG3-FTG_Navy_S
,WMQLAN00,LS14001-FTG,S,40,6,0,19.35,19.35,19.35,0,LS14001-FTG_Navy_S
,MSQLAN00,MSQLANG3-FTG,XL,30,10,0,16.5,19.35,19.35,0,MSQLANG3-FTG_Navy_XL
,WMQLAN00,LS14001-FTG,XL,92,6,0,19.35,19.35,19.35,0,LS14001-FTG_Navy_XL
,MSQLAN00,MSQLANG3-FTG,XS,25,10,0,16.5,19.35,19.35,0,MSQLANG3-FTG_Navy_XS
,WMQLAN00,LS14001-FTG,XS,58,6,0,19.35,19.35,19.35,0,LS14001-FTG_Navy_XS
,WMQLAP00,LS14001-FTG,XXL,0,0,0,20.65,20.65,20.65,0,LS14001-FTG_Purple_2XL
,WMQLAP00,LS14001-FTG,L,0,0,0,19.35,19.35,19.35,0,LS14001-FTG_Purple_L
,WMQLAP00,LS14001-FTG,M,0,0,0,19.35,19.35,19.35,0,LS14001-FTG_Purple_M
,WMQLAP00,LS14001-FTG,S,0,0,0,19.35,19.35,19.35,0,LS14001-FTG_Purple_S
,WMQLAP00,LS14001-FTG,XL,0,0,0,19.35,19.35,19.35,0,LS14001-FTG_Purple_XL
,WMQLAP00,LS14001-FTG,XS,0,0,0,19.35,19.35,19.35,0,LS14001-FTG_Purple_XS
,WMQLAR00,LS14001-FTG,XXL,52,0,0,20.65,20.65,20.65,0,LS14001-FTG_Red_2XL
,WMQLAR00,LS14001-FTG,L,73,0,0,19.35,19.35,19.35,0,LS14001-FTG_Red_L
,WMQLAR00,LS14001-FTG,M,137,0,0,19.35,19.35,19.35,0,LS14001-FTG_Red_M
,MSQBAW00,MSQBAWG3-FTG,XL,467,5,0,10.94,0,0,0,MSQBAWG3-FTG_WHITE_XL
,WMQLAR00,LS14001-FTG,S,10,0,0,19.35,19.35,19.35,0,LS14001-FTG_Red_S
,WMQLAR00,LS14001-FTG,XL,21,0,0,19.35,19.35,19.35,0,LS14001-FTG_Red_XL
,MSQLAR00,MSQLARG3-FTG,XS,24,0,0,16.5,19.35,19.35,0,MSQLARG3-FTG_Red_XS
,WMQLAR00,LS14001-FTG,XS,9,0,0,19.35,19.35,19.35,0,LS14001-FTG_Red_XS
,WMQLAA00,LS14001-FTG,XXL,48,0,0,20.65,20.65,20.65,0,LS14001-FTG_Royal_2XL
,MSQLAA00,LS14001-FTG,XXL,48,0,0,20.65,20.65,20.65,0,LS14001-FTG_Royal_2XL
,MSQLAA00,LS14001-FTG,L,0,0,0,19.35,19.35,19.35,0,LS14001-FTG_Royal_L
,WMQLAA00,LS14001-FTG,L,0,0,0,19.35,19.35,19.35,0,LS14001-FTG_Royal_L
,MSQLAA00,LS14001-FTG,M,0,0,0,19.35,19.35,19.35,0,LS14001-FTG_Royal_M
,WMQLAA00,LS14001-FTG,M,0,0,0,19.35,19.35,19.35,0,LS14001-FTG_Royal_M
,MSQLAA00,LS14001-FTG,S,25,0,0,19.35,19.35,19.35,0,LS14001-FTG_Royal_S
,WMQLAA00,LS14001-FTG,S,25,0,0,19.35,19.35,19.35,0,LS14001-FTG_Royal_S
,MSQLAA00,LS14001-FTG,XL,0,0,0,19.35,19.35,19.35,0,LS14001-FTG_Royal_XL
,WMQLAA00,LS14001-FTG,XL,0,0,0,19.35,19.35,19.35,0,LS14001-FTG_Royal_XL
,MSQLAA00,LS14001-FTG,XS,5,0,0,19.35,19.35,19.35,0,LS14001-FTG_Royal_XS
