id,vendor_part_number,style_code,product_size_description,qty,override_qty,reset_qty,cost,meg_cost,mes_cost,2ht_cost,turbine_sku
37,WMQNCR00,1510-FTG,XXL,5,0,0,9.85,10.75,10.75,0,1510-FTG_Red_2XL
38,WMQNCR00,1510-FTG,L,21,0,0,8,8.74,8.74,0,1510-FTG_Red_L
39,WMQNCR00,1510-FTG,M,12,0,0,8,8.74,8.74,0,1510-FTG_Red_M
40,WMQNCR00,1510-FTG,S,5,0,0,8,8.74,8.74,0,1510-FTG_Red_S
41,WMQNCR00,1510-FTG,XL,13,0,0,8,8.74,8.74,0,1510-FTG_Red_XL
42,WMQNCR00,1510-FTG,XS,5,0,0,8,8.74,8.74,0,1510-FTG_Red_XS
43,WMQNCA00,1510-FTG,XXL,54,6,0,9.85,10.75,10.75,0,1510-FTG_Royal_2XL
44,WMQNCA00,1510-FTG,L,26,6,0,8,8.74,8.74,0,1510-FTG_Royal_L
45,WMQNCA00,1510-FTG,M,6,6,0,8,8.74,8.74,0,1510-FTG_Royal_M
46,WMQNCA00,1510-FTG,S,6,6,0,8,8.74,8.74,0,1510-FTG_Royal_S
47,WMQNCA00,1510-FTG,XL,17,6,0,8,8.74,8.74,0,1510-FTG_Royal_XL
48,WMQNCA00,1510-FTG,XS,6,6,0,8,8.74,8.74,0,1510-FTG_Royal_XS
49,WMQNCW00,1510-FTG,XXL,19,10,0,9.85,10.75,10.75,0,1510-FTG_White_2XL
50,WMQNCW00,1510-FTG,L,11,10,0,8,8.74,8.74,0,1510-FTG_White_L
51,WMQNCW00,1510-FTG,M,28,10,0,8,8.74,8.74,0,1510-FTG_White_M
52,WMQNCW00,1510-FTG,S,10,10,0,8,8.74,8.74,0,1510-FTG_White_S
53,WMQNCW00,1510-FTG,XL,67,10,0,8,8.74,8.74,0,1510-FTG_White_XL
54,WMQNCW00,1510-FTG,XS,10,10,0,8,8.74,8.74,0,1510-FTG_White_XS
55,WMQNVB00,1540-FTG,XXL,35,10,0,11.2,11.64,11.64,0,1540-FTG_Black_2XL
56,WMQNVB00,1540-FTG,L,91,10,0,8.85,10.09,10.09,0,1540-FTG_Black_L
57,WMQNVB00,1540-FTG,M,85,10,0,8.85,10.09,10.09,0,1540-FTG_Black_M
58,WMQNVB00,1540-FTG,S,13,10,0,8.85,10.09,10.09,0,1540-FTG_Black_S
59,WMQNVB00,1540-FTG,XL,80,10,0,8.85,10.09,10.09,0,1540-FTG_Black_XL
60,WMQNVB00,1540-FTG,XS,64,10,0,8.85,10.09,10.09,0,1540-FTG_Black_XS
61,WMQNVF00,1540-FTG,XXL,34,0,0,11.2,11.64,11.64,0,1540-FTG_Green_2XL
62,WMQNVG00,1540-FTG,XXL,34,0,0,11.2,11.64,11.64,0,1540-FTG_Green_2XL
63,WMQNVF00,1540-FTG,L,16,0,0,8.85,10.09,10.09,0,1540-FTG_Green_L
64,WMQNVG00,1540-FTG,L,16,0,0,8.85,10.09,10.09,0,1540-FTG_Green_L
65,WMQNVF00,1540-FTG,M,31,0,0,8.85,10.09,10.09,0,1540-FTG_Green_M
66,WMQNVG00,1540-FTG,M,31,0,0,8.85,10.09,10.09,0,1540-FTG_Green_M
67,WMQNVF00,1540-FTG,S,22,0,0,8.85,10.09,10.09,0,1540-FTG_Green_S
68,WMQNVG00,1540-FTG,S,22,0,0,8.85,10.09,10.09,0,1540-FTG_Green_S
69,WMQNVF00,1540-FTG,XL,32,0,0,8.85,10.09,10.09,0,1540-FTG_Green_XL
70,WMQNVG00,1540-FTG,XL,32,0,0,8.85,10.09,10.09,0,1540-FTG_Green_XL
71,WMQNVF00,1540-FTG,XS,15,0,0,8.85,10.09,10.09,0,1540-FTG_Green_XS
72,WMQNVG00,1540-FTG,XS,15,0,0,8.85,10.09,10.09,0,1540-FTG_Green_XS
73,WMQNVC00,1540-FTG,XXL,30,10,0,11.2,11.64,11.64,0,1540-FTG_Heather_Grey_2XL
74,WMQNVC00,1540-FTG,L,38,10,0,8.85,10.09,10.09,0,1540-FTG_Heather_Grey_L
75,WMQNVC00,1540-FTG,M,57,10,0,8.85,10.09,10.09,0,1540-FTG_Heather_Grey_M
76,WMQNVC00,1540-FTG,S,25,10,0,8.85,10.09,10.09,0,1540-FTG_Heather_Grey_S
77,WMQNVC00,1540-FTG,XL,52,10,0,8.85,10.09,10.09,0,1540-FTG_Heather_Grey_XL
78,WMQNVC00,1540-FTG,XS,11,10,0,8.85,10.09,10.09,0,1540-FTG_Heather_Grey_XS
79,WMQNVN00,1540-FTG,XXL,18,10,0,11.2,11.64,11.64,0,1540-FTG_Navy_2XL
80,WMQNVN00,1540-FTG,L,30,10,0,8.85,10.09,10.09,0,1540-FTG_Navy_L
81,WMQNVN00,1540-FTG,M,21,10,0,8.85,10.09,10.09,0,1540-FTG_Navy_M
82,WMQNVN00,1540-FTG,S,14,10,0,8.85,10.09,10.09,0,1540-FTG_Navy_S
83,WMQNVN00,1540-FTG,XL,21,10,0,8.85,10.09,10.09,0,1540-FTG_Navy_XL
84,WMQNVN00,1540-FTG,XS,23,10,0,8.85,10.09,10.09,0,1540-FTG_Navy_XS
85,WMQNVP00,1540-FTG,XXL,11,0,0,11.2,11.64,11.64,0,1540-FTG_Purple_2XL
86,WMQNVP00,1540-FTG,L,15,0,0,8.85,10.09,10.09,0,1540-FTG_Purple_L
87,WMQNVP00,1540-FTG,M,10,0,0,8.85,10.09,10.09,0,1540-FTG_Purple_M
88,WMQNVP00,1540-FTG,S,28,0,0,8.85,10.09,10.09,0,1540-FTG_Purple_S
89,WMQNVP00,1540-FTG,XL,44,0,0,8.85,10.09,10.09,0,1540-FTG_Purple_XL
90,WMQNVP00,1540-FTG,XS,36,0,0,8.85,10.09,10.09,0,1540-FTG_Purple_XS
91,WMQNVR00,1540-FTG,XXL,21,0,0,11.2,11.64,11.64,0,1540-FTG_Red_2XL
92,WMQNVR00,1540-FTG,L,14,0,0,8.85,10.09,10.09,0,1540-FTG_Red_L
93,WMQNVR00,1540-FTG,M,18,0,0,8.85,10.09,10.09,0,1540-FTG_Red_M
94,WMQNVR00,1540-FTG,S,24,0,0,8.85,10.09,10.09,0,1540-FTG_Red_S
95,WMQNVR00,1540-FTG,XL,31,0,0,8.85,10.09,10.09,0,1540-FTG_Red_XL
96,WMQNVR00,1540-FTG,XS,11,0,0,8.85,10.09,10.09,0,1540-FTG_Red_XS
97,WMQNVA00,1540-FTG,XXL,23,6,0,11.2,11.64,11.64,0,1540-FTG_Royal_2XL
98,WMQNVA00,1540-FTG,L,22,6,0,8.85,10.09,10.09,0,1540-FTG_Royal_L
99,WMQNVA00,1540-FTG,M,27,6,0,8.85,10.09,10.09,0,1540-FTG_Royal_M
100,WMQNVA00,1540-FTG,S,15,6,0,8.85,10.09,10.09,0,1540-FTG_Royal_S
101,WMQNVA00,1540-FTG,XL,19,6,0,8.85,10.09,10.09,0,1540-FTG_Royal_XL
102,WMQNVA00,1540-FTG,XS,21,6,0,8.85,10.09,10.09,0,1540-FTG_Royal_XS
103,WMQNVW00,1540-FTG,XXL,67,10,0,11.2,11.64,11.64,0,1540-FTG_White_2XL
104,WMQNVW00,1540-FTG,L,160,10,0,8.85,10.09,10.09,0,1540-FTG_White_L
105,WMQNVW00,1540-FTG,M,171,10,0,8.85,10.09,10.09,0,1540-FTG_White_M
106,WMQNVW00,1540-FTG,S,30,10,0,8.85,10.09,10.09,0,1540-FTG_White_S
107,WMQNVW00,1540-FTG,XL,16,10,0,8.85,10.09,10.09,0,1540-FTG_White_XL
108,WMQNVW00,1540-FTG,XS,10,10,0,8.85,10.09,10.09,0,1540-FTG_White_XS
109,MSQBAB00,MSQBABG3-FTG,XXL,931,5,0,10.94,0,0,0,MSQBABG3-FTG_BLACK_2XL
110,MSQBAB00,MSQBABG3-FTG,L,1683,5,0,10.94,0,0,0,MSQBABG3-FTG_BLACK_L
111,MSQBAB00,MSQBABG3-FTG,M,722,5,0,10.94,0,0,0,MSQBABG3-FTG_BLACK_M
112,MSQBAB00,MSQBABG3-FTG,S,214,5,0,10.94,0,0,0,MSQBABG3-FTG_BLACK_S
113,MSQBAB00,MSQBABG3-FTG,XL,1365,5,0,10.94,0,0,0,MSQBABG3-FTG_BLACK_XL
114,MSQBAF00,3501-FTG,XXL,52,0,0,13.7,0,0,0,3501-FTG_Green_2XL
115,MSQBAF00,3501-FTG,L,73,0,0,11.9,0,0,0,3501-FTG_Green_L
116,MSQBAF00,3501-FTG,M,93,0,0,11.9,0,0,0,3501-FTG_Green_M
117,MSQBAF00,3501-FTG,S,75,0,0,11.9,0,0,0,3501-FTG_Green_S
118,MSQBAF00,3501-FTG,XL,5,0,0,11.9,0,0,0,3501-FTG_Green_XL
119,MSQBAC00,3501-FTG,XXL,351,0,0,13.7,0,0,0,3501-FTG_Heather_Grey_2XL
120,MSQBHC00,MSQBHCG3-FTG,XXL,1006,0,0,10.94,0,0,0,MSQBHCG3-FTG_HEATHER_GREY_2XL
121,MSQBAC00,3501-FTG,L,508,0,0,11.9,0,0,0,3501-FTG_Heather_Grey_L
122,MSQBHC00,MSQBHCG3-FTG,L,754,0,0,10.94,0,0,0,MSQBHCG3-FTG_HEATHER_GREY_L
123,MSQBAC00,3501-FTG,M,250,0,0,11.9,0,0,0,3501-FTG_Heather_Grey_M
124,MSQBHC00,MSQBHCG3-FTG,M,564,0,0,10.94,0,0,0,MSQBHCG3-FTG_HEATHER_GREY_M
125,MSQBAC00,3501-FTG,S,147,0,0,11.9,0,0,0,3501-FTG_Heather_Grey_S
126,MSQBAC00,3501-FTG,XL,353,0,0,11.9,0,0,0,3501-FTG_Heather_Grey_XL
127,MSQBHC00,MSQBHCG3-FTG,XL,698,0,0,10.94,0,0,0,MSQBHCG3-FTG_HEATHER_GREY_XL
128,MSQBAZ00,3501-FTG,XXL,0,0,0,13.7,0,0,0,3501-FTG_Mint_2XL
129,MSQBAZ00,3501-FTG,L,0,0,0,11.9,0,0,0,3501-FTG_Mint_L
130,MSQBAZ00,3501-FTG,M,0,0,0,11.9,0,0,0,3501-FTG_Mint_M
131,MSQBAZ00,3501-FTG,S,0,0,0,11.9,0,0,0,3501-FTG_Mint_S
132,MSQBAZ00,3501-FTG,XL,0,0,0,11.9,0,0,0,3501-FTG_Mint_XL
133,MSQBAN00,MSQBANG3-FTG,XXL,108,5,0,10.94,0,0,0,MSQBANG3-FTG_NAVY_2XL
134,MSQBAN00,MSQBANG3-FTG,L,214,5,0,10.94,0,0,0,MSQBANG3-FTG_NAVY_L
135,MSQBAN00,MSQBANG3-FTG,M,72,5,0,10.94,0,0,0,MSQBANG3-FTG_NAVY_M
136,MSQBAN00,MSQBANG3-FTG,XL,143,5,0,10.94,0,0,0,MSQBANG3-FTG_NAVY_XL
137,MSQBAP00,3501-FTG,XXL,38,0,0,13.7,0,0,0,3501-FTG_Purple_2XL
138,MSQBAP00,3501-FTG,L,14,0,0,11.9,0,0,0,3501-FTG_Purple_L
139,MSQBAP00,3501-FTG,M,66,0,0,11.9,0,0,0,3501-FTG_Purple_M
140,MSQBAP00,3501-FTG,S,91,0,0,11.9,0,0,0,3501-FTG_Purple_S
141,MSQBAP00,3501-FTG,XL,33,0,0,11.9,0,0,0,3501-FTG_Purple_XL
142,MSQBAN00,MSQBANG3-FTG,S,27,5,0,10.94,0,0,0,MSQBANG3-FTG_NAVY_S
143,MSQBAR00,3501-FTG,XXL,145,5,0,13.7,0,0,0,3501-FTG_RED_2XL
144,MSQBAR00,3501-FTG,L,80,5,0,11.9,0,0,0,3501-FTG_RED_L
145,MSQBAR00,3501-FTG,M,246,5,0,11.9,0,0,0,3501-FTG_RED_M
146,MSQBAR00,3501-FTG,S,106,5,0,11.9,0,0,0,3501-FTG_RED_S
147,MSQBAA00,3501-FTG,XXL,187,0,0,13.7,0,0,0,3501-FTG_Royal_2XL
148,MSQBAA00,3501-FTG,L,90,0,0,11.9,0,0,0,3501-FTG_Royal_L
149,MSQBAA00,3501-FTG,M,55,0,0,11.9,0,0,0,3501-FTG_Royal_M
150,MSQBAA00,3501-FTG,S,76,0,0,11.9,0,0,0,3501-FTG_Royal_S
151,MSQBAA00,3501-FTG,XL,158,0,0,11.9,0,0,0,3501-FTG_Royal_XL
152,MSQBAR00,3501-FTG,XL,159,5,0,11.9,0,0,0,3501-FTG_RED_XL
153,MSQBAW00,MSQBAWG3-FTG,L,647,5,0,10.94,0,0,0,MSQBAWG3-FTG_WHITE_L
154,MSQBAW00,MSQBAWG3-FTG,M,290,5,0,10.94,0,0,0,MSQBAWG3-FTG_WHITE_M
155,MSQBAW00,MSQBAWG3-FTG,S,72,5,0,10.94,0,0,0,MSQBAWG3-FTG_WHITE_S
156,BSQVJB00,BSQVJBG3-FTG,L,22,0,2,33,0,0,36,BSQVJBG3-FTG_BLACK_L
157,BSQVJB00,BSQVJBG3-FTG,M,11,0,2,33,0,0,36,BSQVJBG3-FTG_BLACK_M
158,BSQVJB00,BSQVJBG3-FTG,S,12,0,2,33,0,0,36,BSQVJBG3-FTG_BLACK_S
159,BSQVJB00,BSQVJBG3-FTG,XL,26,0,2,33,0,0,36,BSQVJBG3-FTG_BLACK_XL
160,BSQVJC00,BSQVJCG3-FTG,L,12,0,2,33,0,0,36,BSQVJCG3-FTG_GREY_L
161,BSQVJC00,BSQVJCG3-FTG,M,13,0,2,33,0,0,36,BSQVJCG3-FTG_GREY_M
162,BSQVJC00,BSQVJCG3-FTG,S,12,0,2,33,0,0,36,BSQVJCG3-FTG_GREY_S
163,BSQVJC00,BSQVJCG3-FTG,XL,14,0,2,33,0,0,36,BSQVJCG3-FTG_GREY_XL
164,BSQVJH00,BSQVJHG3-FTG,L,23,0,2,33,0,0,36,BSQVJHG3-FTG_PINK_L
165,BSQVJH00,BSQVJHG3-FTG,M,11,0,2,33,0,0,36,BSQVJHG3-FTG_PINK_M
166,BSQVJH00,BSQVJHG3-FTG,S,12,0,2,33,0,0,36,BSQVJHG3-FTG_PINK_S
167,BSQVJH00,BSQVJHG3-FTG,XL,14,0,2,33,0,0,36,BSQVJHG3-FTG_PINK_XL
168,BSQVJN00,BSQVJNG3-FTG,L,24,0,2,33,0,0,36,BSQVJNG3-FTG_NAVY_L
169,BSQVJN00,BSQVJNG3-FTG,M,11,0,2,33,0,0,36,BSQVJNG3-FTG_NAVY_M
170,BSQVJN00,BSQVJNG3-FTG,S,12,0,2,33,0,0,36,BSQVJNG3-FTG_NAVY_S
171,BSQVJN00,BSQVJNG3-FTG,XL,11,0,2,33,0,0,36,BSQVJNG3-FTG_NAVY_XL
172,WMQLAB00,LS14001-FTG,XXL,27,6,0,20.65,20.65,20.65,0,LS14001-FTG_Black_2XL
173,MSQLAB00,LS14001-FTG,XXL,1692,10,0,16.5,20.65,20.65,0,MSQLABG3-FTG_Black_2XL
174,MSQLAB00,LS14001-FTG,L,3978,10,0,16.5,19.35,19.35,0,MSQLABG3-FTG_Black_L
175,WMQLAB00,LS14001-FTG,L,140,6,0,19.35,19.35,19.35,0,LS14001-FTG_Black_L
176,MSQLAB00,LS14001-FTG,M,3220,10,0,16.5,19.35,19.35,0,MSQLABG3-FTG_Black_M
177,WMQLAB00,LS14001-FTG,M,131,6,0,19.35,19.35,19.35,0,LS14001-FTG_Black_M
178,MSQLAB00,MSQLABG3-FTG,S,979,10,0,16.5,19.35,19.35,0,MSQLABG3-FTG_Black_S
179,WMQLAB00,LS14001-FTG,S,6,6,0,19.35,19.35,19.35,0,LS14001-FTG_Black_S
180,MSQLAB00,LS14001-FTG,XL,2992,10,0,16.5,19.35,19.35,0,MSQLABG3-FTG_Black_XL
181,WMQLAB00,LS14001-FTG,XL,103,6,0,19.35,19.35,19.35,0,LS14001-FTG_Black_XL
182,MSQLAB00,MSQLABG3-FTG,XS,240,10,0,16.5,19.35,19.35,0,MSQLABG3-FTG_Black_XS
183,WMQLAB00,LS14001-FTG,XS,479,6,0,19.35,19.35,19.35,0,LS14001-FTG_Black_XS
184,WMQLAF00,LS14001-FTG,XXL,29,0,0,20.65,20.65,20.65,0,LS14001-FTG_Green_2XL
185,WMQLAG00,LS14001-FTG,XXL,29,0,0,20.65,20.65,20.65,0,LS14001-FTG_Green_2XL
186,MSQLAF00,LS14001-FTG,XXL,29,0,0,20.65,20.65,20.65,0,LS14001-FTG_Green_2XL
187,MSQLAG00,LS14001-FTG,XXL,29,0,0,20.65,20.65,20.65,0,LS14001-FTG_Green_2XL
188,MSQLAF00,LS14001-FTG,L,29,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_L
189,WMQLAF00,LS14001-FTG,L,29,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_L
190,WMQLAG00,LS14001-FTG,L,29,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_L
191,MSQLAG00,LS14001-FTG,L,29,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_L
192,MSQLAF00,LS14001-FTG,M,84,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_M
193,WMQLAF00,LS14001-FTG,M,84,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_M
194,WMQLAG00,LS14001-FTG,M,84,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_M
195,MSQLAG00,LS14001-FTG,M,84,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_M
196,MSQLAF00,LS14001-FTG,S,100,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_S
197,WMQLAF00,LS14001-FTG,S,100,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_S
198,WMQLAG00,LS14001-FTG,S,100,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_S
199,MSQLAG00,LS14001-FTG,S,100,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_S
200,MSQLAF00,LS14001-FTG,XL,2,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_XL
201,WMQLAF00,LS14001-FTG,XL,2,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_XL
202,WMQLAG00,LS14001-FTG,XL,2,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_XL
203,MSQLAG00,LS14001-FTG,XL,2,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_XL
204,MSQLAF00,LS14001-FTG,XS,36,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_XS
205,WMQLAF00,LS14001-FTG,XS,36,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_XS
206,WMQLAG00,LS14001-FTG,XS,36,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_XS
207,MSQLAG00,LS14001-FTG,XS,36,0,0,19.35,19.35,19.35,0,LS14001-FTG_Green_XS
208,WMQLAC00,LS14001-FTG,XXL,28,6,0,20.65,20.65,20.65,0,LS14001-FTG_Heather_Grey_2XL
209,MSQLAC00,MSQLACG3-FTG,XXL,1168,10,0,16.5,20.65,20.65,0,MSQLACG3-FTG_Heather_Grey_2XL
210,MSQLAC00,MSQLACG3-FTG,L,2376,10,0,16.5,19.35,19.35,0,MSQLACG3-FTG_Heather_Grey_L
211,WMQLAC00,LS14001-FTG,L,143,6,0,19.35,19.35,19.35,0,LS14001-FTG_Heather_Grey_L
212,MSQLAC00,MSQLACG3-FTG,M,1983,10,0,16.5,19.35,19.35,0,MSQLACG3-FTG_Heather_Grey_M
213,WMQLAC00,LS14001-FTG,M,13,6,0,19.35,19.35,19.35,0,LS14001-FTG_Heather_Grey_M
214,MSQLAC00,MSQLACG3-FTG,S,480,10,0,16.5,19.35,19.35,0,MSQLACG3-FTG_Heather_Grey_S
215,WMQLAC00,LS14001-FTG,S,264,6,0,19.35,19.35,19.35,0,LS14001-FTG_Heather_Grey_S
216,MSQLAC00,LS14001-FTG,XL,1846,10,0,16.5,19.35,19.35,0,MSQLACG3-FTG_Heather_Grey_XL
217,WMQLAC00,LS14001-FTG,XL,201,6,0,19.35,19.35,19.35,0,LS14001-FTG_Heather_Grey_XL
218,MSQLAC00,MSQLACG3-FTG,XS,144,10,0,16.5,19.35,19.35,0,MSQLACG3-FTG_Heather_Grey_XS
219,WMQLAC00,LS14001-FTG,XS,251,6,0,19.35,19.35,19.35,0,LS14001-FTG_Heather_Grey_XS
220,WMQLAN00,LS14001-FTG,XXL,6,6,0,20.65,20.65,20.65,0,LS14001-FTG_Navy_2XL
221,MSQLAN00,MSQLANG3-FTG,XXL,50,10,0,16.5,20.65,20.65,0,MSQLANG3-FTG_Navy_2XL
222,MSQLAN00,MSQLANG3-FTG,L,145,10,0,16.5,19.35,19.35,0,MSQLANG3-FTG_Navy_L
223,WMQLAN00,LS14001-FTG,L,15,6,0,19.35,19.35,19.35,0,LS14001-FTG_Navy_L
224,MSQLAN00,MSQLANG3-FTG,M,174,10,0,16.5,19.35,19.35,0,MSQLANG3-FTG_Navy_M
225,WMQLAN00,LS14001-FTG,M,6,6,0,19.35,19.35,19.35,0,LS14001-FTG_Navy_M
226,MSQLAN00,MSQLANG3-FTG,S,47,10,0,16.5,19.35,19.35,0,MSQLANG3-FTG_Navy_S
227,WMQLAN00,LS14001-FTG,S,6,6,0,19.35,19.35,19.35,0,LS14001-FTG_Navy_S
228,MSQLAN00,MSQLANG3-FTG,XL,107,10,0,16.5,19.35,19.35,0,MSQLANG3-FTG_Navy_XL
229,WMQLAN00,LS14001-FTG,XL,6,6,0,19.35,19.35,19.35,0,LS14001-FTG_Navy_XL
230,MSQLAN00,MSQLANG3-FTG,XS,24,10,0,16.5,19.35,19.35,0,MSQLANG3-FTG_Navy_XS
231,WMQLAN00,LS14001-FTG,XS,64,6,0,19.35,19.35,19.35,0,LS14001-FTG_Navy_XS
232,WMQLAP00,LS14001-FTG,XXL,0,0,0,20.65,20.65,20.65,0,LS14001-FTG_Purple_2XL
233,WMQLAP00,LS14001-FTG,L,0,0,0,19.35,19.35,19.35,0,LS14001-FTG_Purple_L
234,WMQLAP00,LS14001-FTG,M,0,0,0,19.35,19.35,19.35,0,LS14001-FTG_Purple_M
235,WMQLAP00,LS14001-FTG,S,0,0,0,19.35,19.35,19.35,0,LS14001-FTG_Purple_S
236,WMQLAP00,LS14001-FTG,XL,0,0,0,19.35,19.35,19.35,0,LS14001-FTG_Purple_XL
237,WMQLAP00,LS14001-FTG,XS,0,0,0,19.35,19.35,19.35,0,LS14001-FTG_Purple_XS
238,WMQLAR00,LS14001-FTG,XXL,0,0,0,20.65,20.65,20.65,0,LS14001-FTG_Red_2XL
239,WMQLAR00,LS14001-FTG,L,0,0,0,19.35,19.35,19.35,0,LS14001-FTG_Red_L
240,WMQLAR00,LS14001-FTG,M,153,0,0,19.35,19.35,19.35,0,LS14001-FTG_Red_M
241,MSQBAW00,MSQBAWG3-FTG,XL,465,5,0,10.94,0,0,0,MSQBAWG3-FTG_WHITE_XL
242,WMQLAR00,LS14001-FTG,S,15,0,0,19.35,19.35,19.35,0,LS14001-FTG_Red_S
243,WMQLAR00,LS14001-FTG,XL,27,0,0,19.35,19.35,19.35,0,LS14001-FTG_Red_XL
244,MSQLAR00,MSQLARG3-FTG,XS,24,0,0,16.5,19.35,19.35,0,MSQLARG3-FTG_Red_XS
245,WMQLAR00,LS14001-FTG,XS,13,0,0,19.35,19.35,19.35,0,LS14001-FTG_Red_XS
246,WMQLAA00,LS14001-FTG,XXL,0,0,0,20.65,20.65,20.65,0,LS14001-FTG_Royal_2XL
247,MSQLAA00,LS14001-FTG,XXL,0,0,0,20.65,20.65,20.65,0,LS14001-FTG_Royal_2XL
248,MSQLAA00,LS14001-FTG,L,70,0,0,19.35,19.35,19.35,0,LS14001-FTG_Royal_L
249,WMQLAA00,LS14001-FTG,L,70,0,0,19.35,19.35,19.35,0,LS14001-FTG_Royal_L
250,MSQLAA00,LS14001-FTG,M,51,0,0,19.35,19.35,19.35,0,LS14001-FTG_Royal_M
251,WMQLAA00,LS14001-FTG,M,51,0,0,19.35,19.35,19.35,0,LS14001-FTG_Royal_M
